Pattern String,Comment,Pattern Category,Where in website?,Deceptive?,Website Page
"Only available for a LIMITED TIME, so get yours TODAY!",Product detail,Urgency,Product Page,No,https://viralstyle.com/ngo-thanh-tung/work-hard-in-silence-let-success-make?utm_source=featured
8 people have viewed this product today!,Product detail,Social Proof,Product Page,No,https://www.hipvan.com/products/levitate-mattress?ref=nav_dropdown
5338 people bought this,Product image. Adds 21 to count when less than some number.,Social Proof,Product Page,Yes,https://www.coolwinks.com/eyeglasses/Graviate-gold-fullframe-pilot-eyeglasses-men-product-E25C6662/
Only 1 left in stock,Product detail,Scarcity,Product Page,No,https://www.sierralivingconcepts.com/category/299/sale
,Sale. Resets.,Urgency,Product Page,Yes,https://www.liligal.com
"No thanks, I don’t like saving money.",Popup,Misdirection,Product Page,No,https://www.epicsports.com/prod/15965/alleson-adult-youth-multi-sport-tech-l-s-t-shirts.html?utm_content=15965
,Sale. Resets after hitting zero,Urgency,Product Page,Yes,https://www.hotsauce.com
Only 2 left in stock,Product detail,Scarcity,Product Page,No,https://www.outdoorvancouver.ca/product/the-north-shore-womens-racerback-tank-top/
There is only one product left!,Product detail,Scarcity,Product Page,No,https://kappa-usa.com/collections/all-mens-1/products/kappa-mens-222-banda-coen-t-shirt-grey-md-mel-black-gold?variant=15402010345506
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Popup,Urgency,Product Page,No,https://shapermint.com/collections/sale/products/empetua-ultra-thin-high-waisted-panties?variant=7568059859004
Only 7 left in stock.,Product detail,Scarcity,Product Page,No,https://www.jetpens.com/Caran-d-Ache-Fibralo-Brush-Pen-15-Color-Bundle/pd/24407
FREE SHIPPING // FOR A LIMITED TIME ONLY,,Urgency,Product Page,No,https://www.gerbergear.com/Multi-Tools/One-Hand-Opening/Center-Drive-Plus_30-001417
Limited time - final price reflects extra 29% off,Product detail,Urgency,Product Page,No,https://www.homage.com/collections/new-arrivals/products/cleveland-cavs-on-fire
ONLY A FEW LEFT,Product detail,Scarcity,Product Page,No,https://www.jcrew.com/p/shops/40offselectstyles/shirts/silk-buttonup-shirt/H6232?sale=true&isFromSale=true&color_name=subtle-pink
Only 1 left in stock!,Product detail,Scarcity,Product Page,No,https://www.skatehut.co.uk/clothes/last-chance-to-buy/levis_skateboarding_501_5_pocket_jeans_s_e_stf_indigo_rinse.htm
Only 1 left in stock!,Product detail,Scarcity,Product Page,No,https://fotodioxpro.com/products/nikg-snye-fusion-mrkii
Over 38 bought,Product detail,Social Proof,Product Page,No,https://www.hyperli.com/products/lamb_spit_braai_for_up_to_20_at_thymekitchen
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,Periodic popup,Social Proof,Product Page,No,https://fuzz.online/products/fg-grater
,Shipping,Urgency,Product Page,No,https://www.parts-people.com
00DAYS00HOURS14MINUTES21SECONDS,Resets on each load but unclear what the purpose is. Hurrify.,Urgency,Product Page,No,https://faradayscienceshop.com/collections/frontpage/products/air-swimmer-the-remote-controlled-fish-blimp
Only 1 left,Product detail,Scarcity,Product Page,No,https://www.mandp.co.uk/kawasaki-z900-17-r-g-radiator-guard-black-rad0211.html
Only 3 pieces in stock!,Product detail,Scarcity,Product Page,No,https://www.newrepublicman.com/collections/featured/products/mason-suede-cap-toe-dirty-buck?variant=18134350758003
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Double negative,Misdirection,Checkout Process,No,https://www.gshock.com/watches/master-of-g/gg1000-1a
Only 3 left!,Product detail,Scarcity,Product Page,No,https://www.heatedsneaks.com/store/p172/CompleteBundle.html
More than 752 users are adding shapewear to their cart. Is your size left?,Popup,Social Proof,Product Page,No,https://shapermint.com/collections/sale/products/empetua-ultra-thin-high-waisted-panties?variant=7568059859004
Hurry! Limited Quantity Available.,Product detail,Scarcity,Product Page,No,https://www.footjoy.com/golf-apparel/women/shirts/prodry-interlock-sleeveless-shirt-self-collar-women/001SPD.html?dwvar_001SPD_color=25476
"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",FAQ page,Obstruction,Cart Page,No,https://www.justfab.co.uk/products/Mid-Rise-Skiiny-Jeans-With-Pocket-Stitching-SY1827461-4038?psrc=Seasonal_Shop_UK_-_Essential_Story_-_Template_1_-_1808
Hurry! This special sale ends in 2h 42m 0s,Product detail,Urgency,Product Page,Yes,https://shapermint.com/collections/sale/products/empetua-ultra-thin-high-waisted-panties?variant=7568059859004
Last chance! Only 1 left,Product detail,Scarcity,Product Page,No,https://www.freestylextreme.com/us/home/brands/oneill/oneill-forest-night-hybrid-finesse-womens-snowboarding-jacket.aspx?prodid=388122&refine=d%7b3422%7d&catid=4373
,Shipping,Urgency,Product Page,No,https://www.partstown.com
8 people have this in their bag right now.,Product image,Social Proof,Product Page,No,https://www.na-kd.com/en/na-kd/womens-day-tee-white
"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",Periodic popup,Social Proof,Product Page,No,https://desirewear.co/products/active-leggings
I don't like discounts,Popup,Misdirection,Product Page,No,https://uk.scitecnutrition.com/products/vita-greens-fruits
,Sale,Urgency,Product Page,No,https://www.8seasons.com
"NO THANKS, I'D RATHER PAY FULL PRICE",Popup,Misdirection,Product Page,No,https://www.campaignliving.com/products/modern-sectional-sofa
ONLY 1 LEFT,Product detail,Scarcity,Product Page,No,https://www.charleskeith.com/us/shoes/square-toe-kitten-pumps-dark-blue-ck1-60900108.html
69 people are viewing this,Product detail. Randomized.,Social Proof,Product Page,Yes,https://www.currenstore.com/products/pioneer-galaxy
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,sample20off valid even after timer expires. Right side popup. Popup goes away upon expiration.,Urgency,Product Page,Yes,https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets.html
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",Periodic popup. Hardcoded in JS.,Social Proof,Product Page,Yes,https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36
1day21:04:58,Product detail. Resets.,Urgency,Product Page,Yes,https://www.colorsbridesmaid.com/p/bridesmaid-dresses-zip-up-mermaid-sexy-off-the-shoulder-lace-chapel-train-26014/magic-purple.html
Hurry! Only 6 left in stock!,Product detail ,Scarcity,Product Page,No,https://www.peopletree.co.uk/edits/va-collection/va-poppy-print-wide-leg-trousers-
*Only 2 left in stock. Don't miss out!,Product detail,Scarcity,Product Page,No,https://saboskirt.com/shop/product/cutout-slides---tan
Only one left in stock - order soon!,Product detail,Scarcity,Product Page,No,https://www.primrose.co.uk/21m-freestanding-halogen-bulb-infrared-electric-patio-heater-with-black-rattan-base-firefly-p-86284.html?cPath=1299_1300_3189_10997
,Shipping,Urgency,Product Page,No,https://www.tennisnuts.com
Only 7 left,Product detail,Scarcity,Product Page,No,https://www.blippo.com/riska-grilled-garlic-beef-corn-snack
"Available, only 2 left",Product detail,Scarcity,Product Page,No,https://www.solomotoparts.com/K-and-N-36-38mm-Mikuni-Air-Filter-6-Dia.-Chrome-Bonnet-Style-for-Custom-Air-Cleaner-Assemblies/
,Sale,Urgency,Product Page,No,https://sensibo.com
SUPPORT THE AMERICAN SUPRESSOR ASSOCIATION,$1.00 donation is default,Sneaking,Cart Page,Depends,https://www.silencershop.com/s-w-m-p-shield-threaded-barrel.html
,Sale. Repeats with new sale.,Urgency,Product Page,Yes,https://www.geekbuying.com
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,Checkout Process,No,https://www.honeybum.com/collections/jeans/products/ysabel-girlfriend-jeans-blue
7 sold in the last 48 hours,Product detail,Social Proof,Product Page,No,https://www.golfavenue.com/us/cobra-ultralight-2018-white-grey-electricblue-cart-bag
"Due To HIGH Demand, Cart Expires In: 08:41",Shown for all products,Scarcity,Cart Page,No,https://commonpanda.com/products/colorwax
,Shipping,Urgency,Product Page,No,https://www.hollandandbarrett.ie
Low in stock: only 2 left.,Product detail,Scarcity,Product Page,No,https://www.ounass.ae/shop-balenciaga-navy-political-campaign-logo-t-shirt-for-men-212711954_14.html
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Popup message,Misdirection,Cart Page,No,https://pelacase.com/products/save-the-waves-black-google-pixel-2xl-eco-friendly-phone-case?variant=12170059087986
,Sale. Resets after hitting zero,Urgency,Product Page,Yes,https://fjt-shop.store
Only 1 unit left in stock,Product detail,Scarcity,Product Page,No,https://bestzone.kraftly.com/product/felizer-designer-diamond-studded-round-1469627626xmy
"No, I Don't Like Discounts",Popup,Misdirection,Product Page,No,https://www.truereligion.com/mens-two-tone-logo-graphic-tee/101795.html?color=4342
"Hurry, only 2 left in stock",Product detail,Scarcity,Product Page,No,https://www.sivanaspirit.com/collections/sale/products/control-fit-scoop-neck-long-sleeve-top
,Shipping,Urgency,Product Page,No,https://www.vistavapors.com
,Shipping,Urgency,Product Page,No,https://www.mobiledefenders.com
135 people have this in their cart,Product detail,Social Proof,Cart Page,No,https://www.overstock.com/Home-Garden/Mervynn-Mid-Century-Fabric-Recliner-Club-Chair-Set-of-2-by-Christopher-Knight-Home/20603810/product.html?TID=Cart:Link:ProductLink:CartItems
Favored By: 400 people!,Product detail,Social Proof,Product Page,No,https://fabrics-store.com/fabrics/linen-fabric-IL026-gauze-stripes-sheer/
Limited quantity! ,Product detail,Scarcity,Product Page,No,https://www.ekwb.com/shop/ek-vrm-asus-rog-dominus-extreme
"No Thanks, I like paying full price.",Popup,Misdirection,Product Page,No,https://www.sharperimage.com/si/view/product/Energy+Restoring+Sheet+Set/205338?cm_mmc=alsobought-_-205338-_-null-_-null&rrec=true
Only 1 left!,Product detail,Scarcity,Product Page,No,https://todaysbuzz.in/collections/new-year-special-sale/products/rolex-oyster-perpetual-date-daytona-brown-leather-strap
Selling fast! Add to bag 7 times in the last 48 hours.,Product image. Top right corner.,Social Proof,Product Page,No,https://www.shoeaholics.com/brands/women/carvela-kurt-geiger/spectacle-white-leather-carvela-kurt-geiger
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products.,Scarcity,Checkout Process,No,https://www.easysmx.com/collections/game-controllers/products/easysmx-esm-9013-wireless-gaming-controller
HURRY! LESS THAN 129 LEFT.,Product detail,Scarcity,Product Page,No,https://www.100percentpure.com/collections/gift-sets/products/holiday-gift-set-desert-sunset-makeup-set
"No thanks, I don't want any deals",Popup,Misdirection,Product Page,No,https://www.brother.ca/en/p/RHLL5000D
,Sale,Urgency,Product Page,No,https://www.sheeel.com
Limited Availability,Product detail,Scarcity,Product Page,No,https://www.levi.in/ribcage_pleated_cropped_jeans/729500002.html
Only 1 left in stock!,Product detail,Scarcity,Product Page,No,https://www.pixiemarket.com/collections/whats-new/products/black-vegan-leather-trench-coat
I do not want to protect my item,Popup after adding to cart,Misdirection,Product Page,No,https://secure.mdg.com/ProductDetail.aspx?ItemID=6461&CategoryID=25
,Sale,Urgency,Product Page,No,https://www.nzgameshop.com
Last one available,Product detail,Scarcity,Product Page,No,https://www.ebay.ie/sch/i.html?_dmd=2&LH_FS=1&_from=R40&_sacat=0&_nkw=lego&_dcat=19006&rt=nc&LH_ItemCondition=1000
"128 sold today! Hurry, only a few left!",Below add to cart button. Hurrify.,Scarcity,Product Page,Yes,https://ikigaisoul.com/products/ahi-hoodie
23 People viewing this product,Product detail,Social Proof,Product Page,No,https://www.allonlinestore.in/Navy-Linen-Cotton-Casual-Shirt-2787.html
Hurry! Only 6 left in stock.,Product detail. Decrements at scheduled intervals.,Scarcity,Product Page,Yes,https://motoloot.com/collections/moto-key-tags/products/come-to-the-darkside-motorcycle-keychain
,Sale,Urgency,Product Page,No,https://yumo.ca
Only 2 left,Product detail,Scarcity,Product Page,No,https://invictastores.com/last-call/invicta-star-wars-limited-edition-stormtrooper-mens-automatic-48mm-stainless-steel-iridescent-case-white-iridescent-dial-model-26555
ONLY 1 LEFT!,Product detail,Scarcity,Product Page,No,https://www.homage.com/collections/new-arrivals/products/cleveland-cavs-on-fire
16 recently purchased it.,Product detail,Social Proof,Product Page,No,https://savethebeesproject.com/products/limited-edition-honeycomb-heart-necklace-bee-inspired
3 LEFT,Product detail,Scarcity,Product Page,No,https://www.nordstromrack.com/shop/product/2644370/kenneth-cole-reaction-lift-off-20-expandable-carry-on-spinner?color=BLUE
"no thanks, I like paying full price",Popup,Misdirection,Product Page,No,https://homesickcandles.com/products/love-mini-single-candle
Only 1 left!,Produt detail,Scarcity,Product Page,No,https://www.ammunitiondepot.com/1907-federal-champion-22-lr-36-grain-copper-plated-hollow-point.html
I'LL PAY FULL PRICE,Popup,Misdirection,Product Page,No,https://www.soufeel.com/soufeel-crystal-heart-charm-925-sterling-silver-memorable-charm.html
24 people have purchased this wine today,Product detail,Social Proof,Product Page,No,https://wineinsiders.com/wine/2017-hayton-family-syrah
Limited stock Only 2 left,Product detail,Scarcity,Product Page,No,https://www.twistedthrottle.com/sw-motech-sidestand-foot-enlarger-for-triumph-tiger-800-11-14-tiger-800-xc-11-16-tiger-800-xcx-15-16-tiger-800-xca-15-16-tiger-800-xr-15-16-tiger-800-xrx-15-16-tiger-800-xrt-16-models-without-triumph-oem-centerstand
Limited time - Free Shipping on all orders*,Banner,Urgency,Product Page,No,https://www.penningtons.com/en/wirefree-cotton-bra-with-lace---ti-voglio/414681.html?cgid=Lingerie-Bras&dwvar_414681_color=Blushing%20heather
ADD FOR BETTER RESULTS,When you hit checkout you're shown more products to add to cart,Misdirection,Cart Page,No,https://www.hairfinity.com/us/en/shop/1-month-supply-hairfinity-vitamins-autoship
Only 1 left,Product detail,Scarcity,Product Page,No,https://czcustom.com/scorpion-drum-mag-50rnd-f5mfg.html
Limited Stock!,Product detail,Scarcity,Product Page,No,https://knockaround.com/products/black-moonshine-premiums
Only 3 left In Stock,Product detail,Scarcity,Product Page,No,https://www.carpartsdiscount.com/a-c-receiver-drier-accumulator/american-motors~javelin.html?3594=1973
